Gene,Drug,Partner Genes,Candidate Gene Pairs,Gene Pairs Tested,Epistasis Score HMP (-log10[P]),Max Epistasis Score (-log10[P]),Top Interaction for Gene,Top Interaction P-Value,Top Interaction FDR,Epistasis Score HMP FDR
SRC,5-FU,52,468,125,1.0856872947245197,2.6806947403143577,FGFR1_del x SRC_amp,0.002085957,0.4715429934842654,0.2607074187701858
RPS15,5-FU,46,411,52,1.3722112667430704,2.9637718538479327,CDC73_amp x RPS15_amp,0.001086997,0.4000147124055655,0.2607074187701858
CDK8,5-FU,41,366,85,1.5229006981887705,3.2532210115948406,CDK8_del x XPC_amp,0.000558186,0.34562016706120496,0.2607074187701858
HLA-DQB1,5-FU,98,576,133,0.9375277925118201,2.311799527,HLA-DQB1_amp x JAK3_amp,0.004877536,0.558655027,0.2607074187701858
ADGRA2,5-FU,82,488,206,1.3162585746463489,3.3118151679049497,ABL2_amp x ADGRA2_amp,0.000487736,0.34562016706120496,0.2607074187701858
SPEN,5-FU,96,849,298,0.9412692959533683,2.834830885250339,BCL11B_amp x SPEN_mut,0.001462747,0.4482626293132439,0.2607074187701858
STK11,5-FU,20,171,35,0.9203165540751472,2.0317868272149706,STK11_del x TP53_mut,0.009294225,0.599842714,0.2607074187701858
ESR1,5-FU,87,774,147,0.9261886523332674,2.3395531072983893,ESR1_del x FCGR2A_amp,0.004575588,0.553664669,0.2607074187701858
SHQ1,5-FU,33,294,64,1.0843849535803745,2.4230904562181217,SHQ1_del x UMPS_amp,0.003774936,0.5314456332257577,0.2607074187701858
MAP2K1,5-FU,58,522,53,1.2742195814523347,2.8347459733942024,BTK_del x MAP2K1_mut,0.001463033,0.4482626293132439,0.2607074187701858
AXIN2,5-FU,7,63,14,0.851048899,1.5905105796774404,AKT1_amp x AXIN2_amp,0.025673756645133033,0.7082331214275799,0.2607074187701858
BIRC3,5-FU,113,996,236,1.442703408526541,3.618409574,BIRC3_del x IRF4_amp,0.000240763,0.3189633213921158,0.2607074187701858
FANCD2,5-FU,65,576,151,0.9524914633888174,2.4280741352718933,CDK6_amp x FANCD2_del,0.003731864,0.5314456332257577,0.2607074187701858
POLH,5-FU,28,249,51,1.6124087611896314,3.279343190635863,POLH_amp x TP53_mut,0.000525602,0.34562016706120496,0.2607074187701858
BCLAF1,5-FU,99,876,271,0.9466678163765407,2.4212819365370577,BCLAF1_del x PARP1_amp,0.003790688,0.5314456332257577,0.2607074187701858
IFNGR1,5-FU,63,564,91,0.9116393544720639,2.4553604820260055,IFNGR1_del x TP53_mut,0.003504609,0.5314456332257577,0.2607074187701858
EGFR,5-FU,164,1467,510,1.002847264218673,2.9744194417835237,EGFR_amp x JAK2_mut,0.001060671,0.4000147124055655,0.2607074187701858
TNFRSF9,5-FU,105,924,116,1.0106776027874245,2.637781740448619,P2RY8_del x TNFRSF9_mut,0.002302599,0.4715429934842654,0.2607074187701858
TP63,5-FU,28,252,67,1.238795319396314,2.8974518696764786,BRCA1_amp x TP63_amp,0.001266334,0.4311395058094456,0.2607074187701858
EMSY,5-FU,90,532,157,0.850386144,2.2999673753006697,CREBBP_amp x EMSY_amp,0.005012249,0.558655027,0.2607074187701858
CSF1R,5-FU,173,1530,240,1.0509474690446212,2.9685602660921604,CSF1R_amp x IKBKE_amp,0.001075077,0.4000147124055655,0.2607074187701858
HDAC2,5-FU,127,1122,250,0.8630561502940292,2.356679380255158,HDAC2_del x KMT2B_amp,0.004398662,0.553664669,0.2607074187701858
BRCA1,5-FU,91,798,205,1.1975139653762286,2.8974518696764786,BRCA1_amp x TP63_amp,0.001266334,0.4311395058094456,0.2607074187701858
PAK3,5-FU,79,702,238,1.115068123337358,2.9502166621716883,CBR3_del x PAK3_del,0.001121459,0.4016327983480553,0.2607074187701858
EGF,5-FU,142,1269,221,1.1517004647542388,2.869022319902634,EGF_del x RAF1_del,0.001352003,0.44017996155437933,0.2607074187701858
EBF1,5-FU,101,900,163,0.9144559231703483,2.6403339746084344,EBF1_del x PLK2_del,0.002289107,0.4715429934842654,0.2607074187701858
SMARCB1,5-FU,97,858,157,0.9061236674726282,2.812866665065364,CREBBP_mut x SMARCB1_amp,0.001538627,0.4482626293132439,0.2607074187701858
ATM,5-FU,54,483,208,0.8752108807878147,2.542241255082897,ATM_del x BRCA2_mut,0.002869186,0.49276021878249027,0.2607074187701858
BTK,5-FU,143,1266,423,0.9831329969257863,2.8347459733942024,BTK_del x MAP2K1_mut,0.001463033,0.4482626293132439,0.2607074187701858
INHBA,5-FU,79,702,185,1.1533103663699804,3.2042510293555724,INHBA_amp x PDGFRB_mut,0.000624811,0.350741607,0.2607074187701858
FLT3,5-FU,98,861,222,0.949440991,2.889837313934528,FLT3_del x STAT5A_amp,0.001288732,0.4311395058094456,0.2607074187701858
GSTP1,5-FU,33,294,45,1.0160077775342982,2.3432397906122264,GSTP1_amp x XPC_del,0.00453691,0.553664669,0.2607074187701858
CCND3,5-FU,45,399,57,0.8578389960082143,2.1404565483772244,CCND3_amp x TP53_mut,0.007236748,0.599842714,0.2607074187701858
BCL6,5-FU,29,261,65,1.6911609086300732,3.4428723561806303,BCL6_amp x KAT6A_amp,0.000360685,0.3282179268034549,0.2607074187701858
SOCS1,5-FU,24,216,16,0.8879218564895566,1.9107308200436859,CRKL_del x SOCS1_amp,0.012282002457850136,0.6209293444088518,0.2607074187701858
EZH2,5-FU,96,849,272,0.9137632658157631,2.846195312778351,EZH2_amp x UPF1_mut,0.001424967,0.4482626293132439,0.2607074187701858
TCF3,5-FU,9,81,19,1.1472066324707872,2.0659288405874325,TCF3_amp x TP53_mut,0.008591543,0.599842714,0.2607074187701858
XRCC1,5-FU,90,795,146,0.9162047712827303,2.665095918617025,PARP1_amp x XRCC1_amp,0.002162241,0.4715429934842654,0.2607074187701858
PPP2CB,5-FU,43,384,88,1.2002111231666994,2.9829941231894814,PPP2CB_amp x UPF1_amp,0.001039934,0.4000147124055655,0.2607074187701858
ATR,5-FU,31,279,90,1.4134740000404826,3.177033824,ATR_mut x TFDP1_amp,0.000665221,0.3603500885905308,0.2607074187701858
SMC1A,5-FU,90,795,298,1.021157332089521,2.7071183861422785,SMC1A_del x TAF1_del,0.001962825,0.4715429934842654,0.2607074187701858
RHPN2,5-FU,79,702,119,0.8646612027167296,2.143703911765887,QKI_del x RHPN2_amp,0.007182838,0.599842714,0.2607074187701858
KRAS,5-FU,71,639,249,1.060648456298346,2.783644915834342,BRAF_amp x KRAS_del,0.001645717,0.4580347739930473,0.2607074187701858
DNMT1,5-FU,90,795,170,0.9435692502885581,2.6302399920811528,DNMT1_amp x TNF_amp,0.002342934,0.4715429934842654,0.2607074187701858
NRAS,5-FU,63,567,125,0.9803793657507642,2.603149983698507,CBLB_amp x NRAS_amp,0.002493733,0.4715429934842654,0.2607074187701858
AMER1,5-FU,4,36,14,1.242218827000129,2.3282092153533855,AMER1_del x MYC_mut,0.004696678,0.553664669,0.2607074187701858
PREX2,5-FU,90,801,297,1.0614490782953414,3.0603490279064034,FCGR2A_amp x PREX2_amp,0.000870264,0.37398983971301536,0.2607074187701858
HDAC5,5-FU,42,378,87,1.3317977582619658,2.7888572967208805,HDAC5_amp x TBL1XR1_amp,0.001626083,0.45643384559176486,0.2607074187701858
ZRSR2,5-FU,99,876,275,1.1585323966015688,3.2523452408383764,RAD21_del x ZRSR2_del,0.000559313,0.34562016706120496,0.2607074187701858
TOP1,5-FU,90,795,254,1.0206539041255744,3.1539169064232806,TOP1_amp x WRN_del,0.00070159,0.3624388124499192,0.2607074187701858
FBXW7,5-FU,28,243,41,0.9200133853683973,2.1018375570065424,FBXW7_amp x TP53_mut,0.007909744,0.599842714,0.2607074187701858
DAXX,5-FU,29,261,54,0.8671221992423779,2.1062271919755635,DAXX_amp x TP53_mut,0.007830199,0.599842714,0.2607074187701858
SETBP1,5-FU,79,702,235,0.908844164,2.5435454317699318,PAK5_amp x SETBP1_del,0.002860583,0.49276021878249027,0.2607074187701858
BRCA2,5-FU,65,576,226,0.8614640917070148,2.542241255082897,ATM_del x BRCA2_mut,0.002869186,0.49276021878249027,0.2607074187701858
PALB2,5-FU,117,1035,178,0.8811448786368995,2.7614460752393484,KMT2D_mut x PALB2_amp,0.001732024,0.4663791659667202,0.2607074187701858
IRS2,5-FU,38,342,109,0.8502748526743799,2.298248324451793,IRS2_mut x PIK3CB_mut,0.005032128,0.558655027,0.2607074187701858
TAF1,5-FU,94,825,347,0.9838781206299358,2.749719224868211,BRCA1_amp x TAF1_del,0.001779429,0.47146714173593324,0.2607074187701858
IL7R,5-FU,98,861,206,0.8642288382782491,2.445378585917999,GATA3_amp x IL7R_amp,0.003586092,0.5314456332257577,0.2607074187701858
SEC23B,5-FU,14,126,41,1.130991332192739,2.572008296116092,PIK3C3_del x SEC23B_amp,0.002679117,0.4802042364672841,0.2607074187701858
SMARCE1,5-FU,90,795,125,1.1947732753271971,3.126002839946601,CREBBP_mut x SMARCE1_amp,0.000748165,0.3624388124499192,0.2607074187701858
APC,5-FU,19,171,64,0.879181548,2.333122622590409,APC_mut x CTNNB1_amp,0.004643841,0.553664669,0.2607074187701858
IRF2,5-FU,96,849,192,1.0423290875366777,3.069860013410641,IRF2_amp x TP53_mut,0.000851412,0.37398983971301536,0.2607074187701858
FGFR1,5-FU,52,468,152,0.8824740606329187,2.6806947403143577,FGFR1_del x SRC_amp,0.002085957,0.4715429934842654,0.2607074187701858
ARHGAP26,5-FU,79,702,100,0.8728618311279023,2.3870653270130795,ARHGAP26_amp x TNF_amp,0.004101424,0.5521917248312622,0.2607074187701858
KDM6A,5-FU,90,795,325,1.145652792,3.406078664407168,KDM6A_del x RAD21_del,0.000392574,0.3282179268034549,0.2607074187701858
PTK2,5-FU,52,468,141,1.250573409096867,3.2151065291086462,INPPL1_del x PTK2_amp,0.000609387,0.34798121924156666,0.2607074187701858
CASR,5-FU,79,702,160,1.3978034907748418,3.2548723237620862,CASR_amp x FOXP1_del,0.000556068,0.34562016706120496,0.2607074187701858
P2RY8,5-FU,98,861,267,0.9605685203345564,2.637781740448619,P2RY8_del x TNFRSF9_mut,0.002302599,0.4715429934842654,0.2607074187701858
PAK5,5-FU,79,470,175,0.852398766,2.5435454317699318,PAK5_amp x SETBP1_del,0.002860583,0.49276021878249027,0.2607074187701858
DIS3,5-FU,33,294,86,0.8549941738148916,2.1415659027856253,DIS3_del x FUS_amp,0.007218286,0.599842714,0.2607074187701858
CCND1,5-FU,94,831,157,0.9975942350560583,2.6233581627250637,CCND1_amp x TGFBR2_del,0.002380356,0.4715429934842654,0.2607074187701858
RBM10,5-FU,99,876,308,1.188469808401056,3.470972737411679,RAD21_del x RBM10_del,0.000338086,0.3282179268034549,0.2607074187701858
IFNAR1,5-FU,52,468,47,0.8527661598971046,2.052512331591249,ARAF_del x IFNAR1_del,0.008861101,0.599842714,0.2607074187701858
TLR4,5-FU,98,861,128,1.155576522075909,2.947778208390187,CARD11_amp x TLR4_mut,0.001127773,0.4016327983480553,0.2607074187701858
BRAF,5-FU,65,585,213,0.9507965002590406,2.783644915834342,BRAF_amp x KRAS_del,0.001645717,0.4580347739930473,0.2607074187701858
RUNX1,5-FU,95,840,154,0.9791354925543561,2.704975844966657,RUNX1_del x TP53_del,0.001972532,0.4715429934842654,0.2607074187701858
PPP1CC,5-FU,91,804,67,0.8550109803790537,2.0464037551977854,KMT2A_mut x PPP1CC_mut,0.008986617,0.599842714,0.2607074187701858
ACTA2,5-FU,79,702,85,1.0096991909423838,2.6424239583950992,ACTA2_amp x PAK3_del,0.002278117,0.4715429934842654,0.2607074187701858
TCF7L2,5-FU,13,117,18,0.8469532755844374,1.8505996783231977,EGFR_amp x TCF7L2_del,0.014105884441153132,0.6283666859605809,0.2607074187701858
DDX3X,5-FU,114,1008,365,1.0470388433472448,3.348656008005688,DDX3X_del x RAD21_del,0.000448068,0.34562016706120496,0.2607074187701858
E2F3,5-FU,26,228,56,1.1078305286298746,2.4634098238046507,CDKN2B_del x E2F3_amp,0.003440251,0.5307450905266049,0.2607074187701858
PDCD1LG2,5-FU,98,861,244,0.9826927571828736,2.679279960117152,IRF1_amp x PDCD1LG2_del,0.002092763,0.4715429934842654,0.2607074187701858
BCL11B,5-FU,90,795,225,0.9128027353204247,2.834830885250339,BCL11B_amp x SPEN_mut,0.001462747,0.4482626293132439,0.2607074187701858
JAK2,5-FU,146,1293,436,1.0707460011140815,2.9744194417835237,EGFR_amp x JAK2_mut,0.001060671,0.4000147124055655,0.2607074187701858
CD274,5-FU,98,861,244,0.9828046663352248,2.6903164420347014,CD274_del x IRF1_amp,0.002040251,0.4715429934842654,0.2607074187701858
CYP2D6,5-FU,17,153,34,0.8750993765303878,1.9965460908814396,CYP2D6_mut x GPC3_del,0.010079846281169856,0.6120542054238612,0.2607074187701858
CCNE2,5-FU,45,399,104,1.0100453572333707,2.6345114644717906,CCNE2_amp x CKS1B_amp,0.002320003,0.4715429934842654,0.2607074187701858
KMT2A,5-FU,94,831,354,0.8850989885335266,3.023738078079971,KMT2A_mut x WRN_del,0.000946808,0.3782176849191844,0.2607074187701858
KDM5A,5-FU,95,840,287,0.8994483695865652,2.7888304799581154,KDM5A_mut x TNF_amp,0.001626183,0.45643384559176486,0.2607074187701858
NSD2,5-FU,33,198,51,1.1036044254400608,2.665169842036365,FUS_amp x NSD2_del,0.002161873,0.4715429934842654,0.2607074187701858
CYLD,5-FU,98,861,160,0.9193529760816942,2.597867617133573,CD19_amp x CYLD_amp,0.00252425,0.4715429934842654,0.2607074187701858
E2F4,5-FU,52,462,80,1.3193199920217529,3.023270403762787,CDK6_amp x E2F4_amp,0.000947828,0.3782176849191844,0.2607074187701858
AKT1,5-FU,93,837,167,0.910017653,2.7034491249087793,AKT1_del x TP53_mut,0.001979479,0.4715429934842654,0.2607074187701858
SMARCA4,5-FU,97,852,274,0.8931095550997313,2.9223497886269585,SMARCA4_amp x TNF_amp,0.001195777,0.41688563853735683,0.2607074187701858
CDC25A,5-FU,22,198,42,0.9236357861702996,2.332321827145931,CDC25A_amp x RAF1_amp,0.004652412,0.553664669,0.2607074187701858
ERBB2,5-FU,66,594,130,0.8499915793011795,2.2553369889158787,ARAF_del x ERBB2_mut,0.005554731,0.5877721463465841,0.2607074187701858
INPPL1,5-FU,52,468,130,1.207540514539452,3.2151065291086462,INPPL1_del x PTK2_amp,0.000609387,0.34798121924156666,0.2607074187701858
AURKB,5-FU,58,501,109,0.8982909722822001,2.5049488946756613,AURKB_del x RAD51C_amp,0.003126447,0.5051118676037416,0.2607074187701858
PRKDC,5-FU,100,885,365,0.9444131966567566,3.230432376916066,PRCC_amp x PRKDC_amp,0.000588258,0.3479124131459482,0.2607074187701858
BCAR1,5-FU,52,468,102,0.9612038150083432,2.6523390962130526,BCAR1_del x PLCG2_del,0.002226696,0.4715429934842654,0.2607074187701858
MSH3,5-FU,34,306,59,1.3353053387948817,3.0048097475593725,CKS1B_amp x MSH3_amp,0.000988986,0.38535558251093643,0.2607074187701858
NCOR2,5-FU,21,189,46,0.9689557512894728,2.3818468656323577,CEBPA_amp x NCOR2_mut,0.004151004,0.553664669,0.2607074187701858
PIK3CA,5-FU,101,900,342,1.013366384932973,3.2809396808831734,PIK3CA_amp x SPRED1_amp,0.000523673,0.34562016706120496,0.2607074187701858
EPOR,5-FU,15,135,12,1.1149747975929447,2.135545557,EPOR_amp x IL6R_amp,0.007319045,0.599842714,0.2607074187701858
RBL1,5-FU,60,534,153,0.9658388168857253,2.854754919712155,RBL1_amp x WRN_del,0.001397157,0.44494063379272064,0.2607074187701858
ARID2,5-FU,90,795,191,0.8718165911630132,2.498672309054002,ARID2_amp x KDM5A_amp,0.00317196,0.5099772452606393,0.2607074187701858
STAT5A,5-FU,152,1347,200,0.9299486224903295,2.889837313934528,FLT3_del x STAT5A_amp,0.001288732,0.4311395058094456,0.2607074187701858
HAVCR2,5-FU,98,861,116,0.8394361721626554,1.852666960180716,HAVCR2_amp x JAK2_del,0.014038899,0.6283666859605809,0.262107618
FLG,5-FU,7,63,30,0.8387381927568607,2.005148498059967,CDH1_mut x FLG_mut,0.009882151,0.6090395910201178,0.262107618
KMT2D,5-FU,90,795,267,0.8425244498273434,2.7614460752393484,KMT2D_mut x PALB2_amp,0.001732024,0.4663791659667202,0.262107618
MTA1,5-FU,93,816,217,0.8413862215914957,2.746268352433125,MTA1_del x TP53_mut,0.001793625,0.47146714173593324,0.262107618
STAT4,5-FU,98,861,61,0.8369829890940046,2.1731227981034573,KLHL6_amp x STAT4_amp,0.00671239,0.599842714,0.26228595324988435
MET,5-FU,10,90,29,0.8317247250461525,1.4687837341183687,CTNNB1_mut x MET_amp,0.033979443810576465,0.7357196263040198,0.26292273718953324
BUB1B,5-FU,74,657,90,0.8303183031959559,1.767969509971695,BUB1B_del x CKS1B_amp,0.017062022,0.6640354392251043,0.26292273718953324
ALK,5-FU,24,216,44,0.8272725571827517,2.0904737120998096,ALK_mut x IRS2_amp,0.008119444,0.599842714,0.26292273718953324
PLK2,5-FU,79,702,146,0.8339755908744557,2.6403339746084344,EBF1_del x PLK2_del,0.002289107,0.4715429934842654,0.26292273718953324
ARAF,5-FU,65,585,187,0.8291590268602175,2.2553369889158787,ARAF_del x ERBB2_mut,0.005554731,0.5877721463465841,0.26292273718953324
PA2G4,5-FU,46,411,38,0.827296958,2.1424766677797225,ASNS_amp x PA2G4_amp,0.007203164,0.599842714,0.26292273718953324
MSH6,5-FU,68,603,147,0.8206461587496889,1.9948803358838991,CREBBP_mut x MSH6_mut,0.010118582,0.6120542054238612,0.2634980529467095
ESR2,5-FU,16,144,29,0.8243316580933742,1.6275917991310418,CREBBP_mut x ESR2_amp,0.023572638759126904,0.6967938825743804,0.2634980529467095
SKP1,5-FU,20,171,23,0.8217068811338426,1.9231250271455678,SKP1_amp x TNF_amp,0.011936444219057624,0.6209293444088518,0.2634980529467095
PRPF40B,5-FU,99,876,115,0.8227248745609574,2.227773357540643,KDM5A_amp x PRPF40B_amp,0.005918704,0.599842714,0.2634980529467095
FGF10,5-FU,79,702,166,0.8168650954328269,2.349417588099302,DNM2_del x FGF10_amp,0.00447283,0.553664669,0.264941939
IDO1,5-FU,98,861,227,0.8132989070454378,2.136651063452636,FCGR3A_amp x IDO1_amp,0.007300438,0.599842714,0.26497958983994285
DNMT3B,5-FU,90,795,271,0.8142928804427251,2.722965968665721,DNMT3B_amp x GATA3_amp,0.001892492,0.4715429934842654,0.26497958983994285
BLM,5-FU,68,603,150,0.8126072681641396,2.1131511158357004,BLM_mut x PMS2_amp,0.007706353,0.599842714,0.26497958983994285
FBXO11,5-FU,25,216,26,0.7895053849457464,1.680065865305049,ETV4_amp x FBXO11_amp,0.020889792912484315,0.6920791056376782,0.267372353
EPCAM,5-FU,85,756,95,0.7903510236938684,1.8212149028540119,EPCAM_amp x SLIT2_del,0.015093331,0.6378878056977473,0.267372353
ARID1B,5-FU,90,795,253,0.7847764414685353,2.3372310758186368,ARID1B_del x PARP1_amp,0.004600117,0.553664669,0.267372353
PPP2R2A,5-FU,17,153,39,0.7957998162540902,1.7474379761573922,PPP2R1A_amp x PPP2R2A_amp,0.017888009787918314,0.6700992864201373,0.267372353
FOXO3,5-FU,35,315,54,0.790809427,2.0017029576772285,EGLN1_amp x FOXO3_del,0.009960865,0.6109330367265916,0.267372353
TOP2A,5-FU,165,1458,332,0.7831071653719537,1.9927089325636855,CDK6_amp x TOP2A_mut,0.0101693,0.6123767676222895,0.267372353
ALOX12B,5-FU,7,63,18,0.7966277620495782,1.6495105028686454,ALOX12B_del x EPCAM_amp,0.022412458,0.6936826538421657,0.267372353
XPO1,5-FU,93,822,150,0.7962046173385845,1.9734916206730548,CASP8_amp x XPO1_amp,0.010629390915451216,0.6209293444088518,0.267372353
KLHL6,5-FU,98,861,177,0.7905360753184045,2.3687367038987546,KLHL6_amp x SYK_del,0.004278222,0.553664669,0.267372353
SETD2,5-FU,16,144,54,0.7864164651281799,2.0886728402668835,CDC73_amp x SETD2_del,0.008153182,0.599842714,0.267372353
MLH3,5-FU,34,306,88,0.7875428980401169,2.1455297942532288,MLH3_mut x WRN_del,0.007152703,0.599842714,0.267372353
KDR,5-FU,82,729,157,0.790317905,2.1069629710491715,GNA13_amp x KDR_mut,0.007816945,0.599842714,0.267372353
GNAS,5-FU,79,702,265,0.789720498,2.2524655076255846,DNM2_del x GNAS_amp,0.005591579,0.5897869684244781,0.267372353
B2M,5-FU,98,861,75,0.7967699490975224,2.1335424486535217,B2M_del x IL6R_amp,0.007352881,0.599842714,0.267372353
ING1,5-FU,90,795,285,0.8013147060784303,2.681609623948165,ING1_amp x RANBP2_mut,0.002081567,0.4715429934842654,0.267372353
PPP2R1A,5-FU,11,99,17,0.7989498146886423,1.7474379761573922,PPP2R1A_amp x PPP2R2A_amp,0.017888009787918314,0.6700992864201373,0.267372353
RANBP2,5-FU,93,822,220,0.7830297943356499,2.681609623948165,ING1_amp x RANBP2_mut,0.002081567,0.4715429934842654,0.267372353
PLCG2,5-FU,143,1266,276,0.7972742346617174,2.6523390962130526,BCAR1_del x PLCG2_del,0.002226696,0.4715429934842654,0.267372353
HIST1H1E,5-FU,92,271,23,0.8046715261820767,1.8045628581266377,HIST1H1E_mut x KDM5A_amp,0.015683288873118265,0.6464283749303371,0.267372353
DICER1,5-FU,8,72,18,0.7815915203910434,1.8097103491561735,CDK8_del x DICER1_amp,0.015498499400663007,0.6416378751874485,0.2674512805360903
REL,5-FU,13,117,13,0.7735825878119458,1.387515321540382,RB1_del x REL_amp,0.040971766,0.7538107635202659,0.26750714063086106
PPP6C,5-FU,11,99,14,0.7757256539295441,1.5267875562030782,PPP2R2A_del x PPP6C_del,0.029731200369715338,0.7268351961193151,0.26750714063086106
MDC1,5-FU,28,249,63,0.7724392082600104,1.801335340618646,MDC1_mut x XRCC3_amp,0.015800275,0.6472174665345487,0.26750714063086106
HDAC3,5-FU,111,984,146,0.7792002481732326,2.137666470352097,HDAC3_amp x MTA1_amp,0.007283389,0.599842714,0.26750714063086106
ZBTB2,5-FU,90,795,174,0.7726518025202007,2.0038560377764814,SOX2_amp x ZBTB2_amp,0.009911604,0.6090395910201178,0.26750714063086106
IFNAR2,5-FU,57,513,59,0.7763198864707819,2.052512331591249,ARAF_del x IFNAR2_del,0.008861101,0.599842714,0.26750714063086106
MYB,5-FU,13,117,26,0.7728511867685918,1.856588352,DAXX_amp x MYB_amp,0.013912707303077445,0.6283666859605809,0.26750714063086106
PIK3R2,5-FU,33,297,34,0.7660005806352153,1.500872270491539,PIK3R2_amp x PIK3R3_amp,0.031559327,0.7292397362326325,0.2675563498836093
QKI,5-FU,79,702,152,0.7682100354259487,2.143703911765887,QKI_del x RHPN2_amp,0.007182838,0.599842714,0.2675563498836093
TSC2,5-FU,58,522,88,0.7668327186737613,2.0248088042768213,SRC_amp x TSC2_mut,0.009444766,0.600404309,0.2675563498836093
TERT,5-FU,167,1479,452,0.7674595411350025,2.521931792798792,TERT_amp x ZRSR2_amp,0.003006548,0.49551452625773246,0.2675563498836093
RAD51D,5-FU,28,249,38,0.7666123941346148,2.0106465152281645,RAD51D_amp x XRCC2_amp,0.009757835,0.6070961250856638,0.2675563498836093
